property,object,subject,DBPEDIA_COUNTRY
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dlt2005,Italy,http://dbpedia.org/resource/Italy
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dsom2008,Greece,http://dbpedia.org/resource/Greece
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dlt2003,Hungary,http://dbpedia.org/resource/Hungary
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dna2010,China,http://dbpedia.org/resource/China
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dna2014,Japan,http://dbpedia.org/resource/Japan
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dsom2007,USA,http://dbpedia.org/resource/UnitedStates
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dsom2004,USA,http://dbpedia.org/resource/UnitedStates
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dsom2005,Spain,http://dbpedia.org/resource/Spain
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dsom2002,Canada,http://dbpedia.org/resource/Canada
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dna2009,USA,http://dbpedia.org/resource/UnitedStates
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dsom2003,Germany,http://dbpedia.org/resource/Germany
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dna2006,South Korea,http://dbpedia.org/resource/South_Korea
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dsom2000,USA,http://dbpedia.org/resource/UnitedStates
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dna2004,Italy,http://dbpedia.org/resource/Italy
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dsom1999,Switzerland,http://dbpedia.org/resource/Switzerland
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dna2005,Canada,http://dbpedia.org/resource/Canada
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dsvis2008,Canada,http://dbpedia.org/resource/Canada
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dna2003,USA,http://dbpedia.org/resource/UnitedStates
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dsvis2002,Germany,http://dbpedia.org/resource/Germany
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dna2013,USA,http://dbpedia.org/resource/UnitedStates
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dsvis2000,Ireland,http://dbpedia.org/resource/Republic_of_Ireland
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dna2002,Japan,http://dbpedia.org/resource/Japan
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dsvis2006,Ireland,http://dbpedia.org/resource/Republic_of_Ireland
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dna2007,USA,http://dbpedia.org/resource/UnitedStates
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dna2001,USA,http://dbpedia.org/resource/UnitedStates
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dna2011,USA,http://dbpedia.org/resource/UnitedStates
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dsvis2003,Portugal,http://dbpedia.org/resource/Portugal
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dna2008,Czech Republic,http://dbpedia.org/resource/Czech_Republic
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dsvis2001,UK,http://dbpedia.org/resource/United_Kingdom
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dsvis2005,UK,http://dbpedia.org/resource/United_Kingdom
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dna2000,The Netherlands,http://dbpedia.org/resource/The_Netherlands
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dsvis2004,Germany,http://dbpedia.org/resource/Germany
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dna2012,Denmark,http://dbpedia.org/resource/Denmark
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/duxu2014,Greece,http://dbpedia.org/resource/Greece
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dnis2010,Japan,http://dbpedia.org/resource/Japan
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/duxu2013,USA,http://dbpedia.org/resource/UnitedStates
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dnis2015,Japan,http://dbpedia.org/resource/Japan
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/duxu2011,USA,http://dbpedia.org/resource/UnitedStates
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dnis2002,Japan,http://dbpedia.org/resource/Japan
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/e2dc2014,UK,http://dbpedia.org/resource/United_Kingdom
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dnis2007,Japan,http://dbpedia.org/resource/Japan
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/e2dc2012,Spain,http://dbpedia.org/resource/Spain
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dnis2003,Japan,http://dbpedia.org/resource/Japan
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/e4mas2006,Japan,http://dbpedia.org/resource/Japan
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dnis2000,Japan,http://dbpedia.org/resource/Japan
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/e4mas2005,The Netherlands,http://dbpedia.org/resource/The_Netherlands
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dnis2011,Japan,http://dbpedia.org/resource/Japan
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dnis2014,Japan,http://dbpedia.org/resource/Japan
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dnis2013,Japan,http://dbpedia.org/resource/Japan
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/e4mas2004,USA,http://dbpedia.org/resource/UnitedStates
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ae2007,France,http://dbpedia.org/resource/France
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ae2011,France,http://dbpedia.org/resource/France
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dnis2005,Japan,http://dbpedia.org/resource/Japan
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ae2013,France,http://dbpedia.org/resource/France
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/doceis2012,Portugal,http://dbpedia.org/resource/Portugal
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ae2005,France,http://dbpedia.org/resource/France
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/doceis2011,Portugal,http://dbpedia.org/resource/Portugal
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ae2001,France,http://dbpedia.org/resource/France
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/doceis2010,Portugal,http://dbpedia.org/resource/Portugal
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ae2009,France,http://dbpedia.org/resource/France
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/doceis2014,Portugal,http://dbpedia.org/resource/Portugal
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ae2003,France,http://dbpedia.org/resource/France
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/doceis2013,Portugal,http://dbpedia.org/resource/Portugal
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/eann2013,Greece,http://dbpedia.org/resource/Greece
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dood1993,USA,http://dbpedia.org/resource/UnitedStates
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/eann2009,UK,http://dbpedia.org/resource/United_Kingdom
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dood1995,Singapore,http://dbpedia.org/resource/Singapore
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/eann2012,UK,http://dbpedia.org/resource/United_Kingdom
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dood1991,Germany,http://dbpedia.org/resource/Germany
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/dood1997,Switzerland,http://dbpedia.org/resource/Switzerland
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/eann2014,Bulgaria,http://dbpedia.org/resource/Bulgaria
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/esorics2009,France,http://dbpedia.org/resource/France
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/easc2014,Sweden,http://dbpedia.org/resource/Sweden
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ebiss2011,France,http://dbpedia.org/resource/France
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ebiss2012,Belgium,http://dbpedia.org/resource/Belgium
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/esorics2012,Italy,http://dbpedia.org/resource/Italy
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ebiss2013,Germany,http://dbpedia.org/resource/Germany
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/esorics2013,UK,http://dbpedia.org/resource/United_Kingdom
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecal2003,Germany,http://dbpedia.org/resource/Germany
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/esorics2011,Belgium,http://dbpedia.org/resource/Belgium
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecal2009,Hungary,http://dbpedia.org/resource/Hungary
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/esorics2010,Greece,http://dbpedia.org/resource/Greece
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecal2005,UK,http://dbpedia.org/resource/United_Kingdom
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecal1995,Spain,http://dbpedia.org/resource/Spain
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecal2001,Czech Republic,http://dbpedia.org/resource/Czech_Republic
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecal1999,Switzerland,http://dbpedia.org/resource/Switzerland
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecmdafa2014,UK,http://dbpedia.org/resource/United_Kingdom
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecal2007,Portugal,http://dbpedia.org/resource/Portugal
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecmdafa2010,France,http://dbpedia.org/resource/France
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ewcbr2006,Turkey,http://dbpedia.org/resource/Turkey
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ewcbr2004,Spain,http://dbpedia.org/resource/Spain
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ewcbr2008,Germany,http://dbpedia.org/resource/Germany
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecml1994,Italy,http://dbpedia.org/resource/Italy
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ewcbr2002,UK,http://dbpedia.org/resource/United_Kingdom
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecml1993,Austria,http://dbpedia.org/resource/Austria
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecml2007,Poland,http://dbpedia.org/resource/Poland
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/eccv2010,Greece,http://dbpedia.org/resource/Greece
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecml2003,Croatia,http://dbpedia.org/resource/Croatia
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/eccv2014,Switzerland,http://dbpedia.org/resource/Switzerland
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecml2004,Italy,http://dbpedia.org/resource/Italy
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/eccv2012,Italy,http://dbpedia.org/resource/Italy
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecml1995,Greece,http://dbpedia.org/resource/Greece
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/eccv2004,Czech Republic,http://dbpedia.org/resource/Czech_Republic
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecml2001,Germany,http://dbpedia.org/resource/Germany
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/eccv1998,Germany,http://dbpedia.org/resource/Germany
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecml2000,Spain,http://dbpedia.org/resource/Spain
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/eccv1996,UK,http://dbpedia.org/resource/United_Kingdom
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecml2002,Finland,http://dbpedia.org/resource/Finland
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/eccv2000,Ireland,http://dbpedia.org/resource/Republic_of_Ireland
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecml2005,Portugal,http://dbpedia.org/resource/Portugal
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/eccv2008,France,http://dbpedia.org/resource/France
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecml2006,Germany,http://dbpedia.org/resource/Germany
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/eccv2006,Austria,http://dbpedia.org/resource/Austria
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/eccv2002,Denmark,http://dbpedia.org/resource/Denmark
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/eccv1992,Italy,http://dbpedia.org/resource/Italy
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecml1997,Norway,http://dbpedia.org/resource/Norway
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecml1998,France,http://dbpedia.org/resource/France
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecml2010,Spain,http://dbpedia.org/resource/Spain
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/eccv1990,France,http://dbpedia.org/resource/France
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecml2012,UK,http://dbpedia.org/resource/United_Kingdom
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/eccv1994,Sweden,http://dbpedia.org/resource/Sweden
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecml2014,France,http://dbpedia.org/resource/France
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ercimdl1999,France,http://dbpedia.org/resource/France
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecml2013,Czech Republic,http://dbpedia.org/resource/Czech_Republic
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ercimdl2004,UK,http://dbpedia.org/resource/United_Kingdom
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecml2011,Greece,http://dbpedia.org/resource/Greece
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ercimdl2009,Greece,http://dbpedia.org/resource/Greece
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecml2008,Belgium,http://dbpedia.org/resource/Belgium
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ercimdl1998,Greece,http://dbpedia.org/resource/Greece
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecml2009,Slovenia,http://dbpedia.org/resource/Slovenia
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ercimdl2001,Germany,http://dbpedia.org/resource/Germany
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecoop1999,Portugal,http://dbpedia.org/resource/Portugal
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ercimdl2005,Austria,http://dbpedia.org/resource/Austria
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecoop2000,France,http://dbpedia.org/resource/France
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ercimdl1997,Italy,http://dbpedia.org/resource/Italy
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ercimdl2008,Denmark,http://dbpedia.org/resource/Denmark
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecoop2010,Slovenia,http://dbpedia.org/resource/Slovenia
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ercimdl2010,UK,http://dbpedia.org/resource/United_Kingdom
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecoop1997,Finland,http://dbpedia.org/resource/Finland
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecoop2005,UK,http://dbpedia.org/resource/United_Kingdom
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecoop2002,Spain,http://dbpedia.org/resource/Spain
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ercimdl2006,Spain,http://dbpedia.org/resource/Spain
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecoop1996,Austria,http://dbpedia.org/resource/Austria
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ercimdl2003,Norway,http://dbpedia.org/resource/Norway
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecoop2008,Cyprus,http://dbpedia.org/resource/Cyprus
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ercimdl2002,Italy,http://dbpedia.org/resource/Italy
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecoop1991,Switzerland,http://dbpedia.org/resource/Switzerland
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ercimdl2007,Hungary,http://dbpedia.org/resource/Hungary
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecoop1994,Italy,http://dbpedia.org/resource/Italy
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ercimdl2000,Portugal,http://dbpedia.org/resource/Portugal
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecoop2004,Norway,http://dbpedia.org/resource/Norway
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/eci1976,The Netherlands,http://dbpedia.org/resource/The_Netherlands
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecoop1998,Belgium,http://dbpedia.org/resource/Belgium
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/eci1978,Italy,http://dbpedia.org/resource/Italy
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecoop1993,Germany,http://dbpedia.org/resource/Germany
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/eci1981,Germany,http://dbpedia.org/resource/Germany
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecil2013,Turkey,http://dbpedia.org/resource/Turkey
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecil2014,Croatia,http://dbpedia.org/resource/Croatia
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecir2005,Spain,http://dbpedia.org/resource/Spain
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecoop2006,France,http://dbpedia.org/resource/France
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecoop2012,China,http://dbpedia.org/resource/China
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecoop2009,Italy,http://dbpedia.org/resource/Italy
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecir2011,Ireland,http://dbpedia.org/resource/Republic_of_Ireland
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecoop2003,Germany,http://dbpedia.org/resource/Germany
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecir2002,UK,http://dbpedia.org/resource/United_Kingdom
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecoop2001,Hungary,http://dbpedia.org/resource/Hungary
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecir2015,Austria,http://dbpedia.org/resource/Austria
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecoop2011,UK,http://dbpedia.org/resource/United_Kingdom
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecir2003,Italy,http://dbpedia.org/resource/Italy
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecoop2014,Sweden,http://dbpedia.org/resource/Sweden
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecir2014,The Netherlands,http://dbpedia.org/resource/The_Netherlands
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecoop1995,Denmark,http://dbpedia.org/resource/Denmark
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecir2012,Spain,http://dbpedia.org/resource/Spain
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecoop1992,The Netherlands,http://dbpedia.org/resource/The_Netherlands
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecir2010,UK,http://dbpedia.org/resource/United_Kingdom
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecoop2007,Germany,http://dbpedia.org/resource/Germany
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecir2004,UK,http://dbpedia.org/resource/United_Kingdom
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecoop1987,France,http://dbpedia.org/resource/France
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecir2013,Russia,http://dbpedia.org/resource/Russia
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecir2006,UK,http://dbpedia.org/resource/United_Kingdom
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecir2009,France,http://dbpedia.org/resource/France
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecoop1988,Norway,http://dbpedia.org/resource/Norway
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecoop2013,France,http://dbpedia.org/resource/France
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecir2008,UK,http://dbpedia.org/resource/United_Kingdom
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecp1997,France,http://dbpedia.org/resource/France
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecir2007,Italy,http://dbpedia.org/resource/Italy
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecp1999,UK,http://dbpedia.org/resource/United_Kingdom
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecmast1999,Spain,http://dbpedia.org/resource/Spain
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecsa2010,Denmark,http://dbpedia.org/resource/Denmark
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecmast1998,Germany,http://dbpedia.org/resource/Germany
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecsa2011,Germany,http://dbpedia.org/resource/Germany
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecmast1997,Italy,http://dbpedia.org/resource/Italy
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecsa2008,Cyprus,http://dbpedia.org/resource/Cyprus
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecmdafa2006,Spain,http://dbpedia.org/resource/Spain
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecsa2014,Austria,http://dbpedia.org/resource/Austria
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecmdafa2009,The Netherlands,http://dbpedia.org/resource/The_Netherlands
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecsa2007,Spain,http://dbpedia.org/resource/Spain
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecmdafa2008,Germany,http://dbpedia.org/resource/Germany
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecsa2013,France,http://dbpedia.org/resource/France
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecmdafa2007,Israel,http://dbpedia.org/resource/Israel
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecsqaru1995,Switzerland,http://dbpedia.org/resource/Switzerland
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecmdafa2005,Germany,http://dbpedia.org/resource/Germany
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecmdafa2013,France,http://dbpedia.org/resource/France
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecsqaru2013,The Netherlands,http://dbpedia.org/resource/The_Netherlands
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecsqaru2007,Tunisia,http://dbpedia.org/resource/Tunisia
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecmdafa2012,Denmark,http://dbpedia.org/resource/Denmark
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecsqaru1999,UK,http://dbpedia.org/resource/United_Kingdom
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecmdafa2011,UK,http://dbpedia.org/resource/United_Kingdom
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecsqaru2003,Denmark,http://dbpedia.org/resource/Denmark
http://lod.springer.com/data/ontology/property/confCountry,http://lod.springer.com/data/conference/ecsqaru2009,Italy,http://dbpedia.org/resource/Italy
